Track,Artist,Listeners,Playcount,Album,Tags,URL
Cuando Me Enamoro,"Enrique Iglesias, Juan Luis Guerra 4.40",1847,7957,N/A,[],"https://www.last.fm/music/Enrique+Iglesias,+Juan+Luis+Guerra+4.40/_/Cuando+Me+Enamoro"
Según Quién,"Maluma, Carin Leon",2276,11715,N/A,[],"https://www.last.fm/music/Maluma,+Carin+Leon/_/Seg%C3%BAn+Qui%C3%A9n"
Pareja Del Año,"Sebastian Yatra, Myke Towers",1177,5933,Los Nº 1 de 40,[],"https://www.last.fm/music/Sebastian+Yatra,+Myke+Towers/_/Pareja+Del+A%C3%B1o"
FINA,"Bad Bunny, Young Miko",3387,23427,N/A,[],"https://www.last.fm/music/Bad+Bunny,+Young+Miko/_/FINA"
Tacones Rojos,Sebastian Yatra,114257,1192485,Tacones Rojos,"['pop', 'latin pop', 'personal favourites', 'Pop Latino']",https://www.last.fm/music/Sebastian+Yatra/_/Tacones+Rojos
Volare,Danny Ocean,44754,306099,Volare,[],https://www.last.fm/music/Danny+Ocean/_/Volare
X SI VOLVEMOS,"KAROL G, Romeo Santos",2987,17635,N/A,[],"https://www.last.fm/music/KAROL+G,+Romeo+Santos/_/X+SI+VOLVEMOS"
11 PM,Maluma,122535,903752,Now 34,[],https://www.last.fm/music/Maluma/_/11+PM
Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",848,4364,N/A,[],"https://www.last.fm/music/Tainy,+Anuel+AA,+Ozuna/_/Adicto+(with+Anuel+AA+&+Ozuna)"
Darte un Beso,Prince Royce,140854,906199,Soy el Mismo,"['bachata', 'prince royce', 'peaceful', 'latin', 'american']",https://www.last.fm/music/Prince+Royce/_/Darte+un+Beso
Quiere Beber,Anuel AA,71293,505557,Real Hasta La Muerte,['anuel aa'],https://www.last.fm/music/Anuel+AA/_/Quiere+Beber
COMO UN BEBÉ,"J Balvin, Bad Bunny, Mr Eazi",1468,6682,Loca Navidad Perreo Vol. 3,[],"https://www.last.fm/music/J+Balvin,+Bad+Bunny,+Mr+Eazi/_/COMO+UN+BEB%C3%89"
Dile Que Tu Me Quieres,Ozuna,131024,978480,Odisea,"['obra de arte', 'Mejor Canción De La Historia', 'MySpotigramBot', '-1001819731063']",https://www.last.fm/music/Ozuna/_/Dile+Que+Tu+Me+Quieres
Frente al Mar,Beéle,16679,70982,Frente al Mar - Single,[],https://www.last.fm/music/Be%C3%A9le/_/Frente+al+Mar
Lovumba,Daddy Yankee,85367,512128,Prestige,"['latin', 'Reggaeton', 'Zumba', 'get on up', 'Daddy Yankee']",https://www.last.fm/music/Daddy+Yankee/_/Lovumba
PUNTO G,Quevedo,127352,1593496,Punto G,"['spanish', 'latin', 'Reggaeton']",https://www.last.fm/music/Quevedo/_/Punto+G
VOLVER,"Tainy, Skrillex, Four Tet, Rauw Alejandro",2850,26003,N/A,[],"https://www.last.fm/music/Tainy,+Skrillex,+Four+Tet,+Rauw+Alejandro/_/VOLVER"
Por Que Te Demoras?,Plan B,85022,646252,House of Pleasure,['Reggaeton'],https://www.last.fm/music/Plan+B/_/Por+Que+Te+Demoras%3F
Enséñame a Bailar,Bad Bunny,187440,2019613,Un Verano Sin Ti,"['Reggaeton', 'latin pop', 'afrobeats']",https://www.last.fm/music/Bad+Bunny/_/Ens%C3%A9%C3%B1ame+a+Bailar
Yo No Soy Celoso,Bad Bunny,231041,2604978,N/A,"['Bossa Nova', 'latin', 'Reggaeton']",https://www.last.fm/music/Bad+Bunny/_/YO+NO+SOY+CELOSO
Ven Bailalo - Reggaeton Mix,Angel Y Khriz,103955,565680,N/A,"['Reggaeton', 'Himnos del Reggaeton']",https://www.last.fm/music/Angel+Y+Khriz/_/Ven+Bailalo+-+Reggaeton+Mix
VISTA AL MAR,Quevedo,101796,1335713,Vista Al Mar,['Reggaeton'],https://www.last.fm/music/Quevedo/_/Vista+Al+Mar
Normal,Feid,139931,2206980,Normal,[],https://www.last.fm/music/Feid/_/Normal
PLAYA DEL INGLÉS,"Quevedo, Myke Towers",1383,6636,N/A,[],"https://www.last.fm/music/Quevedo,+Myke+Towers/_/PLAYA+DEL+INGL%C3%89S"
En La Cama (feat. Daddy Yankee),"Nicky Jam, Daddy Yankee",1040,5811,N/A,[],"https://www.last.fm/music/Nicky+Jam,+Daddy+Yankee/_/En+La+Cama+(feat.+Daddy+Yankee)"
Si Veo a Tu Mamá,Bad Bunny,255552,3124147,YHLQMDLG,"['trap', 'rap', 'latin', 'Hip-Hop', 'rnb']",https://www.last.fm/music/Bad+Bunny/_/Si+Veo+a+Tu+Mam%C3%A1
Mírame,"Blessd, Ovy On The Drums",391,1532,N/A,[],"https://www.last.fm/music/Blessd,+Ovy+On+The+Drums/_/M%C3%ADrame"
Dia de Enero,Shakira,89672,570719,"Fijación oral, volume 1","['pop', 'latin', 'latino', 'spanish', 'Shakira']",https://www.last.fm/music/Shakira/_/D%C3%ADa+de+Enero
Arranca (feat. Omega),"Becky G, Omega",1078,4591,N/A,[],"https://www.last.fm/music/Becky+G,+Omega/_/Arranca+(feat.+Omega)"
Ponte Bonita,Cris Mj,23613,212472,Partyson,[],https://www.last.fm/music/Cris+Mj/_/Ponte+Bonita
CÓMO SE SIENTE - Remix,"JHAYCO, Bad Bunny",1426,8170,N/A,[],"https://www.last.fm/music/JHAYCO,+Bad+Bunny/_/C%C3%93MO+SE+SIENTE+-+Remix"
Hecha Pa' Mi,Boza,85451,597946,Más Negro Que Rojo,[],https://www.last.fm/music/Boza/_/Hecha+Pa%27+Mi
La Old Skul,Rauw Alejandro,101495,1211181,N/A,"['Reggaeton', 'latin pop', 'Latin Rap', 'pop rap', 'alternative rnb']",https://www.last.fm/music/Rauw+Alejandro/_/La+Old+Skul
Passoa,"JHAYCO, Kapo",275,916,N/A,[],"https://www.last.fm/music/JHAYCO,+Kapo/_/Passoa"
Doblexxó,"J Balvin, Feid",886,5656,N/A,[],"https://www.last.fm/music/J+Balvin,+Feid/_/Doblexx%C3%B3"
Me Niego (feat. Ozuna & Wisin),"Reik, Ozuna, Wisin",721,2861,N/A,[],"https://www.last.fm/music/Reik,+Ozuna,+Wisin/_/Me+Niego+(feat.+Ozuna+&+Wisin)"
NO ME QUIERO CASAR,Bad Bunny,115980,1240940,nadie sabe lo que va a pasar mañana,"['Hip-Hop', 'rap', 'latin', 'bitpop', 'pop rap']",https://www.last.fm/music/Bad+Bunny/_/NO+ME+QUIERO+CASAR
Rakata,Wisin & Yandel,167521,901339,Pa'l Mundo,"['Reggaeton', 'wisin y yandel', 'Rakata', 'dance', 'latin']",https://www.last.fm/music/Wisin+&+Yandel/_/Rakata
Morado,J Balvin,109779,878429,Perreo Total,[],https://www.last.fm/music/J+Balvin/_/Morado
Te Felicito,"Shakira, Rauw Alejandro",5625,29487,N/A,[],"https://www.last.fm/music/Shakira,+Rauw+Alejandro/_/Te+Felicito"
Sola (Remix),"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",522,2788,N/A,[],"https://www.last.fm/music/Anuel+AA,+Daddy+Yankee,+Zion+&+Lennox,+Farruko,+Wisin/_/Sola+(Remix)"
Andrea,"Bad Bunny, Buscabulla",3731,19770,N/A,['afrobeat'],"https://www.last.fm/music/Bad+Bunny,+Buscabulla/_/Andrea"
Sabor a Mi,Luis Miguel,98531,780967,Perfil,"['easy listening', 'latin', 'latinos', 'Romantic Latin', 'Melodica antica']",https://www.last.fm/music/Luis+Miguel/_/Sabor+A+Mi
Kyoto,"Omar Courtz, De La Rose, Haze",479,3900,Kyoto,[],"https://www.last.fm/music/Omar+Courtz,+De+La+Rose,+Haze/_/Kyoto"
Un Coco,Bad Bunny,210967,2847721,Un Verano Sin Ti,"['latin', 'Masterpiece', 'banger', 'alternative reggaeton', 'goofy ahh song 💀']",https://www.last.fm/music/Bad+Bunny/_/Un+Coco
Cuando Nadie Ve,Morat,85337,864116,Que Viva el Pop,[],https://www.last.fm/music/Morat/_/Cuando+Nadie+Ve
Miénteme,"TINI, Maria Becerra",3490,19303,Reggaeton Mix 7,[],"https://www.last.fm/music/Tini,+Maria+Becerra/_/Mi%C3%A9nteme"
Cúrame,Rauw Alejandro,176698,2010039,VICE VERSA,"['Reggaeton', 'dancehall', 'latin pop', 'spanish', 'urban']",https://www.last.fm/music/Rauw+Alejandro/_/C%C3%BArame
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",517,1973,N/A,[],"https://www.last.fm/music/Kevin+Roldan,+Bryant+Myers,+Lyanno/_/HASTA+ABAJO"
BEBÉ,"Camilo, El Alfa",995,3745,N/A,[],"https://www.last.fm/music/Camilo,+El+Alfa/_/BEB%C3%89"
Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",1337,5491,N/A,[],"https://www.last.fm/music/Mau+y+Ricky,+Manuel+Turizo,+Camilo/_/Desconocidos"
BABY HELLO,"Rauw Alejandro, Bizarrap",2384,18331,N/A,"['latin', '2023']","https://www.last.fm/music/Rauw+Alejandro,+Bizarrap/_/BABY+HELLO"
Volví,"Aventura, Bad Bunny",2389,9558,Volví,[],"https://www.last.fm/music/Aventura,+Bad+Bunny/_/Volv%C3%AD"
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",2185,10058,N/A,[],"https://www.last.fm/music/J+Balvin,+Bad+Bunny,+Marciano+Cantero/_/UN+PESO"
Diles,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",1931,8602,N/A,[],"https://www.last.fm/music/Bad+Bunny,+Ozuna,+Farruko,+Arc%C3%A1ngel,+%C3%91engo+Flow,+DJ+Luian,+Mambo+Kingz/_/Diles"
La Rompe Corazones,"Daddy Yankee, Ozuna",1134,3730,Latino Hits 2020,[],"https://www.last.fm/music/Daddy+Yankee,+Ozuna/_/La+Rompe+Corazones"
CAIRO,"KAROL G, Ovy On The Drums",2947,19412,N/A,[],"https://www.last.fm/music/KAROL+G,+Ovy+On+The+Drums/_/CAIRO"
cómo dormiste?,Rels B,141737,1620489,cómo dormiste?,[],https://www.last.fm/music/Rels+B/_/c%C3%B3mo+dormiste%3F
Alegría,"Tiago PZK, Anitta, Emilia",1737,26466,N/A,[],"https://www.last.fm/music/Tiago+PZK,+Anitta,+Emilia/_/Alegr%C3%ADa"
Un Año,"Sebastian Yatra, Reik",854,3655,N/A,[],"https://www.last.fm/music/Sebastian+Yatra,+Reik/_/Un+A%C3%B1o"
Síguelo Bailando,Ozuna,86680,555564,Odisea,"['pop', 'latin', 'dancehall', 'latin house', 'tropical house']",https://www.last.fm/music/Ozuna/_/S%C3%ADguelo+Bailando
Rapido (with Cris Mj),"Dei V, Cris Mj",441,2849,N/A,[],"https://www.last.fm/music/Dei+V,+Cris+Mj/_/Rapido+(with+Cris+Mj)"
Si Estuviésemos Juntos,Bad Bunny,196548,2587712,Grandes Éxitos,"['Hip-Hop', 'rap', 'latin', 'Reggaeton', 'fav']",https://www.last.fm/music/Bad+Bunny/_/Si+Estuvi%C3%A9semos+Juntos
BUBALU,"Feid, Rema",1356,7089,N/A,[],"https://www.last.fm/music/Feid,+Rema/_/BUBALU"
Chulo pt.2,"Bad Gyal, Tokischa, Young Miko",5757,49080,N/A,[],"https://www.last.fm/music/Bad+Gyal,+Tokischa,+Young+Miko/_/Chulo+pt.2"
Fiebre (Prod. King DouDou),Bad Gyal,107679,1402636,N/A,"['neoperreo', 'spanish', 'dance', 'Love', 'urban']",https://www.last.fm/music/bad+gyal/_/Fiebre+(prod.+King+Doudou)
Marisola - Remix,"Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile",1057,5691,N/A,[],"https://www.last.fm/music/Cris+Mj,+Duki,+NICKI+NICOLE,+Standly,+Stars+Music+Chile/_/Marisola+-+Remix"
Fantasias,"Rauw Alejandro, Farruko",1309,4396,N/A,[],"https://www.last.fm/music/Rauw+Alejandro,+Farruko/_/Fantasias"
Bailando Bachata,Chayanne,28086,178794,Bailando Bachata,"['linedance 2023', 'linedance 2024']",https://www.last.fm/music/Chayanne/_/Bailando+Bachata
"Suerte (Whenever, Wherever)",Shakira,227706,1308820,Laundry Service,"['latin', 'pop', 'spanish', 'Shakira', 'dance']","https://www.last.fm/music/Shakira/_/Suerte+(Whenever,+Wherever)"
Adan y Eva,Paulo Londra,132995,1103244,Carácter Latino 2019,['2018 single'],https://www.last.fm/music/Paulo+Londra/_/Adan+y+Eva
Tattoo - Remix with Camilo,"Rauw Alejandro, Camilo",569,2193,N/A,[],"https://www.last.fm/music/Rauw+Alejandro,+Camilo/_/Tattoo+-+Remix+with+Camilo"
Brickell,"Feid, Yandel",880,6276,N/A,[],"https://www.last.fm/music/Feid,+Yandel/_/Brickell"
Rojo,J Balvin,137335,1096884,Reggeton,"['spanish', 'latin', 'latin pop']",https://www.last.fm/music/J+Balvin/_/Rojo
Loco,Beéle,47090,300551,Loco,[],https://www.last.fm/music/Be%C3%A9le/_/Loco
Un Ratito,Bad Bunny,228845,2620916,N/A,"['latin', 'Reggaeton']",https://www.last.fm/music/Bad+Bunny/_/Un+ratito
CHORRITO PA LAS ANIMAS,Feid,136534,1843199,SIXDO,['Reggaeton'],https://www.last.fm/music/Feid/_/CHORRITO+PA+LAS+ANIMAS
No Hay Nadie Más,Sebastian Yatra,66860,471773,No Hay Nadie Más,"['acoustic', 'latin']",https://www.last.fm/music/Sebastian+Yatra/_/No+Hay+Nadie+M%C3%A1s
Créeme,"KAROL G, Maluma",1343,5448,Ultimate Reggaeton Collection,[],"https://www.last.fm/music/Karol+G,+Maluma/_/Cr%C3%A9eme"
La flaca,Jarabe De Palo,252543,1558249,La Flaca,"['spanish', 'latin', 'Jarabe de palo', 'pop', 'Rock en Espanol']",https://www.last.fm/music/Jarabe+de+Palo/_/La+Flaca
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",1602,7042,N/A,[],"https://www.last.fm/music/Anuel+AA,+Bad+Bunny/_/Hasta+Que+Dios+Diga"
Clandestino,"Shakira, Maluma",3969,16552,N/A,[],"https://www.last.fm/music/Shakira,+Maluma/_/Clandestino"
Báilame - Remix,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",384,1506,N/A,[],"https://www.last.fm/music/Nacho,+Yandel,+Bad+Bunny,+Mambo+Kingz,+DJ+Luian/_/B%C3%A1ilame+-+Remix"
Antologia,Shakira,164081,1120593,Grandes Exitos,"['pop', 'latin', 'Shakira', 'spanish', 'female vocalists']",https://www.last.fm/music/Shakira/_/Antologia
No Se Va,Morat,77587,847816,Los Grandes Del Romance,[],https://www.last.fm/music/Morat/_/No+Se+Va
Dile a El,Rauw Alejandro,104230,1060230,Afrodisíaco,['Reggaeton'],https://www.last.fm/music/Rauw+Alejandro/_/Dile+a+El
Morena,Beéle,13554,84207,Morena - Single,[],https://www.last.fm/music/Be%C3%A9le/_/Morena
El Cielo,"Sky Rompiendo, Feid, Myke Towers",2114,14125,N/A,[],"https://www.last.fm/music/Sky+Rompiendo,+Feid,+Myke+Towers/_/El+Cielo"
Es Por Ti,Juanes,151642,960789,Un Día Normal,"['latin', 'spanish', 'pop', 'latin pop', 'Juanes']",https://www.last.fm/music/Juanes/_/Es+Por+Ti
OA,"Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian",830,3072,N/A,[],"https://www.last.fm/music/Anuel+AA,+Quevedo,+Maluma,+Mambo+Kingz,+Dj+Luian/_/OA"
Despeinada,"Ozuna, Camilo",772,2863,N/A,[],"https://www.last.fm/music/Ozuna,+Camilo/_/Despeinada"
Yo sé,"Yan Block, TORRRES",221,2165,N/A,[],"https://www.last.fm/music/Yan+Block,+TORRRES/_/Yo+s%C3%A9"
Suavemente,Elvis Crespo,291440,1474838,Greatest Hits,"['merengue', 'salsa', 'latin', 'Elvis Crespo', 'dance']",https://www.last.fm/music/Elvis+Crespo/_/Suavemente
Aguacero,Bad Bunny,190547,2014854,Un Verano Sin Ti,[],https://www.last.fm/music/Bad+Bunny/_/Aguacero
EL BARCO,KAROL G,70947,659206,N/A,"['Reggaeton', 'Bossa Nova', 'latin', 'brazilian', 'Flamenco']",https://www.last.fm/music/Karol+G/_/EL+BARCO
Besos Moja2,"Wisin & Yandel, ROSALÍA",3100,16214,N/A,[],"https://www.last.fm/music/Wisin+&+Yandel,+ROSAL%C3%8DA/_/Besos+Moja2"
Por Fin Te Encontré,"Cali Y El Dandee, Juan Magán, Sebastian Yatra",464,1967,N/A,[],"https://www.last.fm/music/Cali+Y+El+Dandee,+Juan+Mag%C3%A1n,+Sebastian+Yatra/_/Por+Fin+Te+Encontr%C3%A9"
Yandel 150,"Yandel, Feid",2890,18865,N/A,[],"https://www.last.fm/music/Yandel,+Feid/_/Yandel+150"
El Farsante,Ozuna,116274,860979,Odisea,"['latin', 'Latin Trap', 'pop', 'urban', 'longing']",https://www.last.fm/music/Ozuna/_/El+Farsante
BICHOTA,KAROL G,183725,1784832,N/A,"['Reggaeton', 'latin', '2020', '2020s', 'Karol G']",https://www.last.fm/music/Karol+G/_/BICHOTA
Lo Siento BB:/,"Tainy, Bad Bunny, Julieta Venegas",4373,26679,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),[],"https://www.last.fm/music/Tainy,+Bad+Bunny,+Julieta+Venegas/_/Lo+Siento+BB:%2F"
A Dios Le Pido,Juanes,289961,1588746,Un Día Normal,"['latin', 'spanish', 'Juanes', 'pop', 'rock']",https://www.last.fm/music/Juanes/_/A+Dios+Le+Pido
Adictiva,"Daddy Yankee, Anuel AA",916,2899,N/A,[],"https://www.last.fm/music/Daddy+Yankee,+Anuel+AA/_/Adictiva"
LA INOCENTE,"Mora, Feid",2438,15826,N/A,[],"https://www.last.fm/music/MORA,+Feid/_/LA+INOCENTE"
Besalo,"El Alfa, Rauw Alejandro",681,4564,N/A,[],"https://www.last.fm/music/El+Alfa,+Rauw+Alejandro/_/Besalo"
Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcángel",816,3069,N/A,[],"https://www.last.fm/music/Chris+Jedi,+J+Balvin,+Ozuna,+Arc%C3%A1ngel/_/Ahora+Dice"
Otra vez (feat. J Balvin),"Zion & Lennox, J Balvin",1229,4702,N/A,[],"https://www.last.fm/music/Zion+&+Lennox,+J+Balvin/_/Otra+vez+(feat.+J+Balvin)"
Sobrio,Maluma,78343,616988,Sobrio - Single,[],https://www.last.fm/music/Maluma/_/Sobrio
La Llevo Al Cielo (Ft. Ñengo Flow),"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",553,2106,N/A,[],"https://www.last.fm/music/Chris+Jedi,+Anuel+AA,+Chencho+Corleone,+%C3%91engo+Flow/_/La+Llevo+Al+Cielo+(Ft.+%C3%91engo+Flow)"
No Es Justo,"J Balvin, Zion & Lennox",1434,5947,Partusa Expres,[],"https://www.last.fm/music/J+Balvin,+Zion+&+Lennox/_/No+Es+Justo"
Vida de Rico,Camilo,60990,406891,Los Nº1 de Cadena 100 (2021),"['cumbia', 'wsc 3 semi 3', 'linedance 2021', 'C Artist']",https://www.last.fm/music/Camilo/_/Vida+de+Rico
Llévame Contigo,Romeo Santos,66879,368264,Fórmula Vol. 1,"['bachata', 'llevame contigo', '2012', 'music', 'romeo santos']",https://www.last.fm/music/Romeo+Santos/_/Ll%C3%A9vame+Contigo
WYA REMIX RED,"J Abdiel, De La Rose, Yan Block, iZaak, Jay Wheeler",450,2698,N/A,[],"https://www.last.fm/music/J+Abdiel,+De+la+rose,+Yan+Block,+Izaak,+Jay+Wheeler/_/WYA+REMIX+RED"
Amigos Con Derechos,"Reik, Maluma",1142,4687,N/A,[],"https://www.last.fm/music/Reik,+Maluma/_/Amigos+Con+Derechos"
A Tu Merced,Bad Bunny,190541,2416909,YHLQMDLG [Explicit],"['Reggaeton', 'dancehall', 'latin pop', 'Hip-Hop', 'reggae']",https://www.last.fm/music/Bad+Bunny/_/A+Tu+Merced
Sobredosis (feat. Ozuna),"Romeo Santos, Ozuna",741,2981,N/A,[],"https://www.last.fm/music/Romeo+Santos,+Ozuna/_/Sobredosis+(feat.+Ozuna)"
More,"Zion, Jory Boy, Ken-Y",1291,7289,N/A,[],"https://www.last.fm/music/Zion,+Jory+Boy,+Ken-Y/_/More"
EL RITMO QUE NOS UNE - feat. Selección Colombia,"Ryan Castro, SOG",227,1269,N/A,[],"https://www.last.fm/music/Ryan+Castro,+SOG/_/EL+RITMO+QUE+NOS+UNE+-+feat.+Selecci%C3%B3n+Colombia"
Tuss,"Bryant Myers, Cris Mj",236,2498,N/A,[],"https://www.last.fm/music/Bryant+Myers,+Cris+Mj/_/Tuss"
Hasta la Raíz,Natalia Lafourcade,258779,2607656,Hasta la Raíz,"['natalia lafourcade', 'alternative', 'folk', 'singer-songwriter', 'acoustic']",https://www.last.fm/music/Natalia+Lafourcade/_/Hasta+la+Ra%C3%ADz
Mi Vecinita,Plan B,89686,521237,Love And Sex,"['Reggaeton', 'latin', 'merengue', 'salsa', 'tropical']",https://www.last.fm/music/Plan+B/_/Mi+Vecinita
EL MAKINON,"KAROL G, Mariah Angeliq",3177,15667,Éxitos 2021,[],"https://www.last.fm/music/Karol+G,+Mariah+Angeliq/_/EL+MAKINON"
PORFA,"Feid, Justin Quiles",1065,5125,N/A,[],"https://www.last.fm/music/Feid,+Justin+Quiles/_/PORFA"
Ferxxo 100,Feid,90044,1377240,Ferxxo 100,['Reggaeton'],https://www.last.fm/music/Feid/_/Ferxxo+100
Oye Mi Amor,Maná,225134,1558670,MTV Unplugged,"['spanish', 'Mana', 'rock', 'romanticas clasicas', 'rock band']",https://www.last.fm/music/Man%C3%A1/_/Oye+mi+amor
La Jumpa,"Arcángel, Bad Bunny",3461,21355,N/A,[],"https://www.last.fm/music/Arc%C3%A1ngel,+Bad+Bunny/_/La+Jumpa"
GATITAS SANDUNGUERAS - VOL.1,"Alvaro Diaz, Feid",364,2324,N/A,[],"https://www.last.fm/music/Alvaro+Diaz,+Feid/_/GATITAS+SANDUNGUERAS+-+VOL.1"
Rosas,La Oreja de Van Gogh,272037,2159993,Lo que te conté mientras te hacías la dormida,"['pop', 'spanish', 'la oreja de van gogh', 'Romantica', 'latin']",https://www.last.fm/music/La+Oreja+de+Van+Gogh/_/Rosas
Agosto,Bad Bunny,185674,2150837,Un Verano Sin Ti,[],https://www.last.fm/music/Bad+Bunny/_/Agosto
Secreto,"Anuel AA, KAROL G",2112,6912,Loca Navidad Perreo Vol. 5,[],"https://www.last.fm/music/Anuel+AA,+Karol+G/_/Secreto"
Una Vida Pasada,"Camilo, Carin Leon",423,2019,N/A,[],"https://www.last.fm/music/Camilo,+Carin+Leon/_/Una+Vida+Pasada"
Una Lady Como Tú,Manuel Turizo,79537,483333,Una Lady Como Tú,"['spanish', 'pop', 'latin', 'Reggaeton', 'latin pop']",https://www.last.fm/music/Manuel+Turizo/_/Una+Lady+Como+T%C3%BA
Inevitable,Shakira,236248,1729139,Dónde Están los Ladrones?,"['Shakira', 'latin', 'pop', 'spanish', 'rock']",https://www.last.fm/music/Shakira/_/Inevitable
Locos,León Larregui,139581,1607863,Hits del Rock Latino,"['2016', 'balada']",https://www.last.fm/music/Le%C3%B3n+Larregui/_/Locos
Delincuente,"Tokischa, Anuel AA, Ñengo Flow",3174,15161,N/A,[],"https://www.last.fm/music/Tokischa,+Anuel+AA,+%C3%91engo+Flow/_/Delincuente"
PERO TÚ,"KAROL G, Quevedo",1765,10677,N/A,[],"https://www.last.fm/music/KAROL+G,+Quevedo/_/PERO+T%C3%9A"
SERIO CON ESE Q,"Omar Courtz, Anuel AA",322,1557,N/A,[],"https://www.last.fm/music/Omar+Courtz,+Anuel+AA/_/SERIO+CON+ESE+Q"
Perdóname,"La Factoria, Eddy Lover",1971,7359,Fiesta Verano 2020,[],"https://www.last.fm/music/La+Factoria,+eddy+lover/_/Perd%C3%B3name"
Noche De Entierro,"Daddy Yankee, Wisin & Yandel, Zion, Hector, Tonny Tun Tun",1020,3780,N/A,[],"https://www.last.fm/music/Daddy+Yankee,+Wisin+&+Yandel,+Zion,+Hector,+Tonny+Tun+Tun/_/Noche+De+Entierro"
Atrévete-Te-Te,Calle 13,179285,1114627,N/A,"['Reggaeton', 'latin', 'calle 13', 'Hip-Hop', 'rap']",https://www.last.fm/music/Calle+13/_/Atr%C3%A9vete-te-te
Girl,Myke Towers,76808,688495,Easy Money Baby,[],https://www.last.fm/music/Myke+Towers/_/Girl
La Difícil,Bad Bunny,225414,2422229,YHLQMDLG,"['Reggaeton', 'latin', '2020', 'urban', '2010s']",https://www.last.fm/music/Bad+Bunny/_/La+Dif%C3%ADcil
Besos En Guerra,"Morat, Juanes",2239,11747,Casa Latina,[],"https://www.last.fm/music/Morat,+Juanes/_/Besos+En+Guerra"
Diabólica,"Cris Mj, Dei V",618,6071,N/A,[],"https://www.last.fm/music/Cris+Mj,+Dei+V/_/Diab%C3%B3lica"
"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)","Maluma, Trap Capos, Noriel, Bryant Myers, Juhn",1137,4929,N/A,[],"https://www.last.fm/music/Maluma,+Trap+Capos,+Noriel,+Bryant+Myers,+Juhn/_/Cuatro+Babys+(feat.+Trap+Capos,+Noriel,+Bryant+Myers+&+Juhn)"
Labios Rotos - En Vivo Desde México / 2010,Zoé,93358,787841,N/A,[],https://www.last.fm/music/Zo%C3%A9/_/Labios+Rotos+-+En+Vivo+Desde+M%C3%A9xico+%2F+2010
Lamento Boliviano,Los Enanitos Verdes,100793,485989,Big Bang,"['Rock en Espanol', 'Rock Argentino', 'spanish', 'latin', 'rock']",https://www.last.fm/music/Enanitos+Verdes/_/Lamento+Boliviano
Otro Trago,"Sech, Darell",981,3168,N/A,[],"https://www.last.fm/music/Sech,+Darell/_/Otro+Trago"
Déjala Que Vuelva (feat. Manuel Turizo),"Piso 21, Manuel Turizo",1415,5622,N/A,[],"https://www.last.fm/music/Piso+21,+Manuel+Turizo/_/D%C3%A9jala+Que+Vuelva+(feat.+Manuel+Turizo)"
Bella y Sensual,"Romeo Santos, Daddy Yankee, Nicky Jam",1481,4873,N/A,[],"https://www.last.fm/music/Romeo+Santos,+Daddy+Yankee,+Nicky+Jam/_/Bella+y+Sensual"
La Carretera,Prince Royce,51370,400111,FIVE (Deluxe Edition),"['spanish', 'Love', 'latin', 'Italy', 'bachata']",https://www.last.fm/music/Prince+Royce/_/La+Carretera
Las de la Intuición,Shakira,230241,2149706,"Fijación oral, volume 1","['Shakira', 'sexy', 'pop', 'dance', 'electronic']",https://www.last.fm/music/Shakira/_/Las+de+la+Intuici%C3%B3n
Coco Chanel,"Eladio Carrion, Bad Bunny",2246,15519,N/A,[],"https://www.last.fm/music/Eladio+Carrion,+Bad+Bunny/_/Coco+Chanel"
Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",299,1414,N/A,[],"https://www.last.fm/music/Ozuna,+Anuel+AA,+Chris+Jedi/_/Pa+Ti+Estoy"
Ley Seca,"JHAYCO, Anuel AA",867,4048,N/A,[],"https://www.last.fm/music/Jhayco,+Anuel+AA/_/Ley+Seca"
Me Llamas (feat. Maluma) - Remix,"Piso 21, Maluma",452,1756,N/A,[],"https://www.last.fm/music/Piso+21,+Maluma/_/Me+Llamas+(feat.+Maluma)+-+Remix"
BADGYAL,"SAIKO, JC Reyes, Dei V",499,3875,N/A,[],"https://www.last.fm/music/SAIKO,+JC+Reyes,+Dei+V/_/BADGYAL"
Lollipop,Darell,57374,387726,EVERYBODY GO TO THE DISCOTEK,"['Reggaeton', 'Urbano Latino']",https://www.last.fm/music/Darell/_/Lollipop
CYBERTRUCK,Bad Bunny,122028,1033031,nadie sabe lo que va a pasar mañana,"['pop rap', 'jersey club', 'MySpotigramBot']",https://www.last.fm/music/Bad+Bunny/_/CYBERTRUCK
