Track,Artist,Listeners,Playcount
No Games,Serani,97800,527674
Kita Bikin Romantis,MALIQ & D'Essentials,5540,29873
Ночи в одного,MiyaGi,13163,94948
Waitin',Los Pericos,29757,128898
El Préstamo,Maluma,56695,373871
Yes Future!,Noize MC,35144,307301
Солдат,5'nizza,76872,597524
Lockdown,Original Koffee,2271,4940
Dia,MALIQ & D'Essentials,19762,186953
Smile Jamaica,Chronixx,19885,90545
Music is love,"MiyaGi, Mav-d, Ollane",42,198
Down with You,Katchafire,9041,34186
純恋歌,Shonan No Kaze,1428,7154
No Sigue Modas Aka Ella No Sigue Modas,"Don Omar, Juan Magán",266,1050
Niña Bonita,"Feid, Sean Paul",1144,4647
Don't Let Go,Spawnbreezie,11177,74104
It's A Pity,Tanya Stephens,83984,413641
Nota de Amor (feat. Daddy Yankee),"Wisin, Carlos Vives, Daddy Yankee",293,1325
Вояджер-1,Noize MC,21613,261336
HABLAME CLARO,"Yandel, Feid",445,2187
Te Quiero,"Nigga, Flex",360,1108
Magasin,Eraserheads,45462,368267
"This Guy's In Love With You, Pare",Parokya Ni Edgar,24168,134850
Dulcito e Coco,Vicente Garcia,32484,175719
PARANORMAL,"Tainy, Alvaro Diaz",2114,23895
หลงกล,Stone Metal Fire,585,2813
สิ่งที่ฉันเป็น,Ebola,1458,7617
เพี่อเธอ,Stone Metal Fire,358,1368
Bring Me To Life,Evanescence,2155203,19763146
Mary On A Cross,Ghost,716597,10900436
Courtesy Call,Thousand Foot Krutch,241238,2394978
New Divide,Linkin Park,618889,6130484
War of Change,Thousand Foot Krutch,199566,1923906
One For the Money,Escape the Fate,170754,1374816
Can You Feel My Heart,Bring Me The Horizon,898951,11721149
Awake and Alive,Skillet,366838,3223796
Feel Invincible,Skillet,211412,1882942
Leave Out All The Rest,Linkin Park,1038164,9601546
Given Up,Linkin Park,964571,9448169
My Generation,Limp Bizkit,736481,4873208
Drown,Bring Me The Horizon,419995,5458326
The Rumbling,SiM,228929,3159180
The Resistance,Skillet,129274,1050314
Bodies,Drowning Pool,1153155,7961807
Before I Forget,Slipknot,1291213,12339057
Afterlife,Avenged Sevenfold,632986,6659953
DArkSide,Bring Me The Horizon,235772,3743410
Kingslayer (feat. BABYMETAL),"Bring Me The Horizon, BABYMETAL",16441,151100
No More Tears,Ozzy Osbourne,528600,3372778
Hail to the King,Avenged Sevenfold,554481,5541978
Don't Cry (Original),Guns N' Roses,639164,4595983
Sleepwalking,Bring Me The Horizon,504665,7275450
A Place for My Head,Linkin Park,896276,7675390
Heavy (feat. Kiiara),"Linkin Park, Kiiara",7105,33947
LOST IN THE ECHO,Linkin Park,419183,4078522
Custer,Slipknot,522860,6370008
Going Under,Evanescence,1245668,10257367
Dear God,Avenged Sevenfold,398737,3614006
Waiting for the End,Linkin Park,468126,5240272
By the Way,Red Hot Chili Peppers,1594062,12631417
Pieces,Sum 41,774434,6575274
Follow You,Bring Me The Horizon,388481,5184917
Just Pretend,Bad Omens,272877,5152401
Kool-Aid,Bring Me The Horizon,222856,3642445
My Sacrifice,Creed,603827,3562963
Points of Authority,Linkin Park,952864,7971542
Still Loving You,Scorpions,738058,5449246
Top 10 staTues tHat CriEd bloOd,Bring Me The Horizon,167235,1825574
Wait and Bleed,Slipknot,1329425,13725867
Y'all Want a Single,Korn,653293,5694339
Nookie,Limp Bizkit,707485,5005204
A Little Piece of Heaven,Avenged Sevenfold,490459,5287578
Don't Stay,Linkin Park,833580,6867443
LosT,Bring Me The Horizon,236348,3683845
Time of Dying,Three Days Grace,485192,4302387
Final Masquerade,Linkin Park,230425,1822766
YOUtopia,Bring Me The Horizon,147473,1605454
Iridescent,Linkin Park,345725,3177991
Not Gonna Die,Skillet,156137,1223086
Coming Undone,Korn,903776,7266396
Nightmare,Avenged Sevenfold,562033,6141290
The Zephyr Song,Red Hot Chili Peppers,1035055,7565832
The Devil in I,Slipknot,530433,5334248
From the Inside,Linkin Park,911492,7945475
Smooth Criminal,Alien Ant Farm,1065445,7052034
So Far Away,Avenged Sevenfold,354572,3932039
Happy Song,Bring Me The Horizon,361075,4588191
liMOusIne (feat. AURORA),"Bring Me The Horizon, AURORA",6081,54961
B.Y.O.B.,System Of A Down,1526948,14295870
IN MY REMAINS,Linkin Park,289923,2545384
Face Down,The Red Jumpsuit Apparatus,924017,8107534
Hot Dog,Limp Bizkit,547082,3581250
Blind,Korn,823471,5911041
First Date,blink-182,1163914,9818843
Whispers in the Dark,Skillet,554560,3813230
Shadow Moses,Bring Me The Horizon,431098,6047456
The Diary of Jane - Single Version,Breaking Benjamin,418932,4269755
Got the Life,Korn,980414,7720612
Eyeless,Slipknot,642037,6676550
Bed Of Roses,Bon Jovi,484751,2727558
Falling Away from Me,Korn,1027603,8572791
n/A,Bring Me The Horizon,115168,1350914
In Too Deep,Sum 41,1172500,8614616
Figure.09,Linkin Park,697116,5534128
Shadow of the Day,Linkin Park,828847,6513686
1x1 (feat. Nova Twins),"Bring Me The Horizon, Nova Twins",7073,48664
Can't Fight This Feeling,REO Speedwagon,503796,2519053
For Whom The Bell Tolls - Remastered,Metallica,361333,3655261
Dark Necessities,Red Hot Chili Peppers,620793,5882657
Pushing Me Away,Linkin Park,773316,5847437
Indestructible,Disturbed,432604,3765136
Take It Out On Me,Thousand Foot Krutch,126098,1064702
Welcome to the Family,Avenged Sevenfold,374363,3839375
Be Somebody,Thousand Foot Krutch,118768,1158201
Always Somewhere (2015 - Remaster),Scorpions,11707,56749
THE DEATH OF PEACE OF MIND,Bad Omens,247464,5045304
People = Shit,Slipknot,735404,6442206
Iron Man - 2009 Remaster,Black Sabbath,116507,367678
Seek & Destroy - Remastered,Metallica,219198,1726945
Give It Away,Red Hot Chili Peppers,1237126,7594312
Seize the Day,Avenged Sevenfold,383772,4027864
Learn to Fly,Foo Fighters,1505279,10788048
Unsainted,Slipknot,401368,4880815
Waiting for a Girl like You,Foreigner,473478,2334170
Cowboys from Hell,Pantera,939682,7703362
18 and Life,Skid Row,464078,3419593
The Summoning,Sleep Token,304623,5777541
Rock You Like a Hurricane (2015 - Remaster),Scorpions,54110,202930
Bat Country,Avenged Sevenfold,661327,6790676
7 Words,Deftones,614974,5976514
Twist,Korn,598622,4942957
My Curse,Killswitch Engage,574274,5826376
Doomed,Bring Me The Horizon,257666,3896745
sTraNgeRs,Bring Me The Horizon,225071,3203826
The Trooper - 2015 Remaster,Iron Maiden,440705,3633736
Spit It Out,Slipknot,707566,6866780
Unholy Confessions,Avenged Sevenfold,522224,4444022
Far Away - 2020 Remaster,Nickelback,63176,230053
Like A Villain,Bad Omens,205055,4013552
Fuel,Metallica,798843,6653487
Dial Tone,Catch Your Breath,113375,1308907
Talking to Myself,Linkin Park,171868,1346838
Comatose,Skillet,426204,3522483
True Friends,Bring Me The Horizon,318068,3704675
Rise,Skillet,124154,922952
Bulls On Parade,Rage Against The Machine,1316943,9514811
The Night,Disturbed,243406,2114199
I-E-A-I-A-I-O,System Of A Down,712474,5454802
Until It's Gone,Linkin Park,187307,1301563
Gunslinger,Avenged Sevenfold,353598,3264266
Take Me Back To Eden,Sleep Token,161875,3258234
Best of You,Foo Fighters,1552756,12055722
Would? (2022 Remaster),Alice In Chains,484352,5054511
No More Sorrow,Linkin Park,602925,4672963
Fighting Myself,Linkin Park,170737,1478275
My Hero,Foo Fighters,1511828,11519063
By Myself,Linkin Park,812573,6185676
Around the World,Red Hot Chili Peppers,1067552,6801623
Shame On Me,Catch Your Breath,88003,782081
Sugar,System Of A Down,1134313,10839490
In The End,Black Veil Brides,290175,2679802
Left Behind,The Plot In You,103032,1104146
I Remember You,Skid Row,328155,2191577
Circle With Me,Spiritbox,196192,2955927
Paranoid (2012 Remaster),Black Sabbath,27160,102561
I Am... All Of Me,Crush 40,91468,1404884
Tears Don't Fall,Bullet For My Valentine,980280,8740886
Highway Star - Remastered 2012,Deep Purple,170493,1018787
Just Like This,Limp Bizkit,270855,1404677
Sweet Dreams (Are Made Of This),Marilyn Manson,780520,5688690
Faith,Limp Bizkit,493181,2787573
Eat You Alive,Limp Bizkit,383408,2438577
Parasite Eve,Bring Me The Horizon,310591,4661582
Inside the Fire,Disturbed,578379,4401707
I'll Be There For You,Bon Jovi,342374,1796237
Avalanche,Bring Me The Horizon,260318,3330560
Easier to Run,Linkin Park,693141,5228223
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,682297,6025594
Nero Forte,Slipknot,275456,2971329
Last Kiss,Pearl Jam,676304,4399088
Far Away,Nickelback,786546,5661528
Nutshell,Alice In Chains,853684,9815012
Everybody's Fool,Evanescence,808855,6151491
Dirty Little Secret,The All-American Rejects,1163516,8364951
Engel,Rammstein,710030,6402229
Shepherd of Fire,Avenged Sevenfold,285977,2679513
The Catalyst,Linkin Park,395803,4073136
AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw),"Bring Me The Horizon, Lil Uzi Vert, Daryl Palumbo, Glassjaw",6225,82863
Another Life,Motionless In White,240946,3441917
All Along the Watchtower,Jimi Hendrix,1530302,11457029
Fat Lip,Sum 41,1157963,8663282
Holy Wars...The Punishment Due - 2004 Remix,Megadeth,185743,1433079
Guerrilla Radio,Rage Against The Machine,1063589,7205759
ROADS UNTRAVELED,Linkin Park,263867,2230421
Adam's Song,blink-182,1143782,9877330
Twisted Transistor,Korn,765174,6161963
Live And Let Die,Guns N' Roses,780124,4147991
Alkaline,Sleep Token,170788,3463640
(sic),Slipknot,544162,5068414
Around the Fur,Deftones,756440,7164319
Hit the Floor,Linkin Park,733222,5485526
Through The Fire And Flames,DragonForce,626222,5779478
Is It Really You?,Loathe,342531,5851003
Granite,Sleep Token,193173,4095201
Semi-Charmed Life,Third Eye Blind,878860,6903386
Like a Stone,Audioslave,1371339,11239864
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,369755,3114588
War Pigs - 2009 Remaster,Black Sabbath,108424,359907
QWERTY,Linkin Park,119148,834798
Jaded,Spiritbox,134749,1771794
Almost Easy,Avenged Sevenfold,562252,5124155
Luna - 2011 Remaster,The Smashing Pumpkins,395593,3480343
Alive,Pearl Jam,1376037,10018232
Burn It to the Ground,Nickelback,593124,4170701
The Sound of Silence,Disturbed,405576,3877043
Bombtrack,Rage Against The Machine,1001787,6034706
Call Me When You're Sober,Evanescence,800517,5902189
Never Say Goodbye,Bon Jovi,199706,913172
MANTRA,Bring Me The Horizon,263098,3618490
Risk,Deftones,511065,5424864
Symphony Of Destruction - Remastered 2012,Megadeth,166581,979841
Word Up!,Korn,641270,5082331
Civil War,Guns N' Roses,647605,4146535
You Could Be Mine,Guns N' Roses,655466,4012236
Popular Monster,Falling In Reverse,253494,3822823
Beware,Deftones,551223,5942697
No One Like You (2015 - Remaster),Scorpions,25654,101564
More the Victim,Linkin Park,89917,634190
The Apparition,Sleep Token,110596,2225057
Critical Acclaim,Avenged Sevenfold,391311,3652202
Forgotten,Linkin Park,750538,5608320
Diamond Eyes,Deftones,664996,7266386
Scars,Papa Roach,898468,5674855
A.D.I.D.A.S.,Korn,593685,4330801
Born To Be Wild - Single Version,Steppenwolf,186953,758808
Blurry,Puddle Of Mudd,713468,4690629
Obey (with YUNGBLUD),"Bring Me The Horizon, YUNGBLUD",6760,44217
King Nothing,Metallica,348360,2367948
Between Angels And Insects,Papa Roach,599503,3613116
Beauty School,Deftones,560157,6654492
Never Too Late,Three Days Grace,747939,6750775
Want You Bad,The Offspring,774676,5069690
Glass Heart,Caskets,132768,1300388
Livin' It Up,Limp Bizkit,321742,1903821
The Beautiful People,Marilyn Manson,906637,6330267
Engine No. 9,Deftones,419244,3407717
Xerces,Deftones,462414,4483147
Today - 2011 Remaster,The Smashing Pumpkins,527429,4646323
No One Knows,Queens of the Stone Age,1616299,14596697
Friendly Fire,Linkin Park,115889,727231
War,Sum 41,127102,816219
Carrie,Europe,319489,1686196
Broken,"Seether, Amy Lee",192528,1435475
Beast and the Harlot,Avenged Sevenfold,423809,4082356
Gold Cobra,Limp Bizkit,216583,1656451
Click Click Boom,Saliva,473618,2406601
Snuff,Slipknot,713669,9102773
Untraveled Road,Thousand Foot Krutch,88143,736603
Ocean Avenue,Yellowcard,905002,7169490
Fade To Black - Remastered,Metallica,255799,2435631
Wanted Dead Or Alive,Bon Jovi,794714,4622426
Black Hole,"We Came As Romans, Caleb Shomo",2883,19063
Breath,Breaking Benjamin,737335,5919710
The Hell Song,Sum 41,683787,4914699
Curse,Architects,68885,719827
Bow Down,I Prevail,125870,1673216
Ace of Spades,Motörhead,1342935,10417796
Vermilion,Slipknot,615179,4822993
The Heretic Anthem,Slipknot,478462,3600689
Lips Of An Angel,Hinder,738610,4654901
Your Betrayal,Bullet For My Valentine,522284,4048640
Still Loving You (2015 - Remaster),Scorpions,25200,117888
The Temple Of The King,Rainbow,217514,1448000
Square Hammer,Ghost,371928,5269324
Keep on Loving You,REO Speedwagon,519728,2595477
With Arms Wide Open,Creed,645932,3411462
Prayer Of The Refugee,Rise Against,850277,8864649
Gives You Hell,The All-American Rejects,1165533,8902607
Violent Pornography,System Of A Down,1009977,8313626
Awaken,Breaking Benjamin,48061,314059
Youth of the Nation,P.O.D.,719609,4359887
Limits,Bad Omens,128970,1788652
Misery,Memphis May Fire,79898,678692
Little Wing,Jimi Hendrix,1011863,7167529
Nowhere To Go,Bad Omens,144062,2400496
Metalingus,Alter Bridge,342579,2971063
Tell Me Baby,Red Hot Chili Peppers,842875,5405994
Dead Memories,Slipknot,579192,5428826
Wherever I May Roam,Metallica,751448,5827113
Megalomaniac,KMFDM,168084,1473760
Come Out and Play,The Offspring,719441,4423283
Painkiller,Three Days Grace,273054,2365370
Feuer frei!,Rammstein,529395,4673732
Here To Stay,Korn,626170,4346967
Chokehold,Sleep Token,180507,3360231
Watch The World Burn,Falling In Reverse,170007,2522986
No Rain,Blind Melon,973945,6180910
Miss Murder,AFI,908920,7362317
When the Smoke Is Going Down (2015 - Remaster),Scorpions,8445,36497
A Work of Art,"Ice Nine Kills, SHAVO",1350,15488
Fake It,Seether,638907,5045434
All My Life,Foo Fighters,1280094,9049691
Full Nelson,Limp Bizkit,322292,1785625
Happy?,Mudvayne,552286,3638517
in the dark,Bring Me The Horizon,158242,2107635
With Me,Sum 41,494265,3926294
Good God,Korn,379885,3029501
Purple Haze,Jimi Hendrix,1400349,8039839
The Only,Static-X,377282,3402251
Sleep Now In the Fire,Rage Against The Machine,840397,5231591
The Rock Show,blink-182,875899,6678178
N.I.B. - 2009 Remaster,Black Sabbath,59713,185215
Them Bones (2022 Remaster),Alice In Chains,376731,3742927
Seeing Red,Architects,84254,1009579
Pull Me Under,Dream Theater,409543,3296243
Follow Your Heart,Scorpions,41798,202179
The Downfall Of Us All,A Day To Remember,484536,5642949
Barracuda,Heart,917158,5390324
Aqua Regia,Sleep Token,137342,2884069
Surfacing,Slipknot,495298,4084902
Black,Pearl Jam,1187381,11046864
Dance With The Devil,Breaking Benjamin,545374,4137968
Crawling In The Dark,Hoobastank,541010,2946357
The Last Stand,Sabaton,163763,1782425
Mayonaise - 2011 Remaster,The Smashing Pumpkins,328985,3155263
The Drug In Me Is You,Falling In Reverse,440758,5260002
Move Along,The All-American Rejects,925576,6401467
Mein Herz brennt,Rammstein,608908,5956488
All I Wanna Do Is Make Love To You,Heart,170583,738109
I Stand Alone,Godsmack,666571,4109375
Decadence,Disturbed,423111,3208391
Through Glass,Stone Sour,889086,7980031
Raining Blood,Slayer,904959,7014219
The Void,Spiritbox,123385,1377473
FEEL NOTHING,The Plot In You,179667,2333498
Sulfur,Slipknot,444192,3762635
Voodoo Child (Slight Return),Jimi Hendrix,759917,4034301
Crazy On You,Heart,621063,3590423
Voices In My Head,Falling In Reverse,143676,2045845
This Is The New Shit,Marilyn Manson,592564,4781308
Hole in the Earth,Deftones,598440,6415576
Thank You For Loving Me,Bon Jovi,161257,753684
I Live My Life for You,Firehouse,82569,370871
Hurricane,I Prevail,137156,1598159
Gimme The Mic,Limp Bizkit,178702,879412
This Fire,Killswitch Engage,178759,1646797
(Don't Fear) The Reaper,Blue Öyster Cult,1303844,10731022
Pardon Me,Incubus,729844,4775751
Let the Sparks Fly,Thousand Foot Krutch,78450,590720
If It Means A Lot To You,A Day To Remember,525189,6808047
Your Guardian Angel,The Red Jumpsuit Apparatus,434582,3284667
Sick Love,Red Hot Chili Peppers,277844,1900531
Tornado Of Souls - 2004 Remix,Megadeth,139765,1185285
Soul to Squeeze,Red Hot Chili Peppers,679255,4080589
Ascensionism,Sleep Token,110028,2227735
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,483499,3424933
Since You Been Gone,Rainbow,428232,2242406
Dance Macabre,Ghost,304049,4250655
Re-Arranged,Limp Bizkit,359078,2107523
Cemetery Gates,Pantera,650222,5162697
Laid to Rest,Lamb of God,520665,4315669
Delusions of Saviour,Slayer,570066,3460945
ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero,MAXIMUM THE HORMONE,104070,977844
Amerika,Rammstein,690587,5868229
Photograph - 2020 Remaster,Nickelback,51790,157479
Riot,Three Days Grace,580750,5175515
Falling Inside the Black,Skillet,215526,1546027
Passenger,Deftones,736431,6412059
When I'm Gone,3 Doors Down,738545,4433233
Rusty Nail,X JAPAN,41191,420439
Jaws,Sleep Token,91659,1371646
The Unforgiven II,Metallica,568191,4680613
Someday,Nickelback,666979,4038849
Heaven and Hell,Black Sabbath,406396,2426639
Know Your Enemy,Rage Against The Machine,860059,5075766
Dammit,blink-182,950167,7714665
Ride The Lightning - Remastered,Metallica,162564,1353797
Swim,Chase Atlantic,817073,11451457
2 On (feat. ScHoolboy Q),"Tinashe, ScHoolboy Q",7595,46846
HEAVEN AND BACK,Chase Atlantic,302174,5075719
Consume (feat. Goon Des Garcons),"Chase Atlantic, GOON DES GARCONS*",8427,68761
What It Is (Solo Version),Doechii,389005,2656866
DENIAL IS A RIVER,Doechii,808654,6797498
Into It,Chase Atlantic,615283,8128563
Friends,Chase Atlantic,736999,10506990
The Walls,Chase Atlantic,186313,2132555
Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",15435,270552
Nasty,Tinashe,465519,4749082
Slow Down,Chase Atlantic,468449,6640513
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Sevdaliza, Villano Antillano, Tokischa",6517,78707
Hell N Back (feat. Summer Walker),"Bakar, Summer Walker",5160,28803
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, MOLIY",9836,60821
Church,Chase Atlantic,235830,2952399
Baby Powder,Jenevieve,231065,2126555
Meddle About,Chase Atlantic,323412,4953210
wherever u r (ft. V of BTS),"UMI, V",15689,4269465
NISSAN ALTIMA,Doechii,581970,5208641
Akuma no Ko,Ai Higuchi,58332,477572
abcdefu,GAYLE,515637,4487445
二十歳の恋,Lamp,393607,4417607
Pretty Boy,The Neighbourhood,701673,8953145
HER,Chase Atlantic,164975,2407389
DIE FOR ME,Chase Atlantic,127188,2026979
Right Here,Chase Atlantic,265208,3328484
CATFISH,Doechii,440736,2494875
more than words,Hitsujibungaku,68119,732353
Buddy Holly,Weezer,1853518,16747357
Alter Ego (with JT),"Doechii, JT",5365,55812
River,Bishop Briggs,335455,2375615
燈,Soushi Sakiyama,57345,640979
Okay,Chase Atlantic,258436,2839278
Afraid,The Neighbourhood,891918,9076785
Heroes Are Calling,Smash Into Pieces,15524,126710
Cry Baby,The Neighbourhood,652691,8501941
Heavy Is The Crown (Original Score) (from the series Arcane League of Legends),"Arcane, Mike Shinoda, Emily Armstrong",1148,7540
Angels in Tibet,Amaarae,243675,3046293
Hysteria,Muse,1635121,16817053
Reptilia,The Strokes,2110949,21286295
Miss You - Bonus Track,"Oliver Tree, Robin Schulz",1414,5488
Hell N Back,Bakar,764805,8319393
Crew (feat. Brent Faiyaz & Shy Glizzy),"GoldLink, Brent Faiyaz, Shy Glizzy",8067,47990
Last Nite,The Strokes,1807477,16702819
Shameless,Avenoir,159428,1498541
Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",14054,63099
Unstoppable,The Score,146329,1164908
Childlike Things,"FKA twigs, North West",5119,37499
BOILED PEANUTS,Doechii,345648,1611078
Someone To Spend Time With,Los Retros,359261,3909429
Daddy Issues (Remix) feat. Syd,"The Neighbourhood, Syd",3161,21150
Undone - The Sweater Song,Weezer,873577,7210005
Mind Over Matter,Young the Giant,453922,3830669
Fallen Star,The Neighbourhood,332822,3789909
Jealou$y (feat. Casey Veggies & Kossisko),"The Neighbourhood, Casey Veggies, Kossisko",2051,12459
TMW,Avenoir,178012,1213606
High Enough,K.Flay,496861,4153094
Spread Thin,Mariah the Scientist,164935,1964087
Life Will Be,Cleo Sol,108977,461616
HandClap,Fitz and The Tantrums,291188,2166404
BULLFROG,Doechii,317873,1214665
Starlight,Muse,1751968,17260893
Flawless,The Neighbourhood,471447,4454485
Time is Running Out,Muse,1527153,14411533
Witchy (feat. Childish Gambino),"KAYTRANADA, Childish Gambino",4240,26052
WAIT,Doechii,250580,980326
Velvet Blue,Ray Lozano,168891,659064
"Call It Fate, Call It Karma",The Strokes,844548,10510154
On My Mama,Victoria Monét,279597,3252689
Hair Down,"SiR, Kendrick Lamar",2916,13827
Gonna Love Me,Teyana Taylor,304037,2641987
Covet,Basement,592360,7599884
SKIPP,Doechii,271957,1018178
Where Is My Mind?,Pixies,1786242,17466061
Cherry-coloured Funk,Cocteau Twins,944854,12541515
Selfless,The Strokes,578240,7537679
Over,Lucky Daye,282029,2979827
LINK UP,Avenoir,93535,682721
O Children,Nick Cave & The Bad Seeds,425188,3721775
Human,The Killers,1228526,11104688
Dirty Harry,"Gorillaz, Bootie Brown",1431254,10173521
Unsteady,X Ambassadors,353046,2506075
When I'm in Your Arms,Cleo Sol,158830,1058521
House Of Cards,Radiohead,1398408,13626697
Void,The Neighbourhood,354653,4169267
Don’t Delete The Kisses,Wolf Alice,312022,3473393
Striptease,FKA twigs,168957,1326806
Psycho Killer - 2005 Remaster,Talking Heads,832896,6401201
Scott Pilgrim vs. My GPA,Mom Jeans.,250230,3006426
I Want You Around,Snoh Aalegra,212458,1868739
Harness Your Hopes - B-side,Pavement,669544,8428465
Amtrak,Los Retros,156069,1351164
either on or off the drugs,JPEGMAFIA,243947,3035401
Unfair,The Neighbourhood,284756,2412485
Subterranean Homesick Alien,Radiohead,1388446,10821922
DEATH ROLL,Doechii,233379,919280
What You Wanna Try,Masego,103051,530207
Parklife - 2012 Remaster,Blur,275759,1891464
Ode To The Mets,The Strokes,425258,5668681
Good & Plenty,"Alex Isley, Masego, Jack Dine",2499,9190
Blitzkrieg Bop - 2016 Remaster,Ramones,518328,3180750
Loser,Beck,1443970,9673000
Here Comes Your Man,Pixies,1303826,11428014
Ride Or Die,"Sevdaliza, Villano Antillano",2945,24315
Cinderella,Remi Wolf,201316,1525800
Read My Mind,The Killers,1219611,9711426
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,378819,2929900
All These Things That I've Done,The Killers,1594142,12238706
Rock the Casbah - Remastered,The Clash,589744,4799985
Reckoner,Radiohead,1391270,15305634
Banquet,Bloc Party,1375675,11936262
New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",14689,82416
なんでもないよ、,Macaroni Empitsu,20120,104350
Nothing Burns Like The Cold,"Snoh Aalegra, Vince Staples",3998,18582
Heads Will Roll,Yeah Yeah Yeahs,1229022,9661657
Bulletproof,"La Roux, GAMPER & DADONI",1845,6842
Runaway Train (2022 Remaster),Soul Asylum,83144,327347
The Look,Metronomy,794218,7646816
All Caps,"Madvillain, Madlib, MF DOOM",20110,123364
15 Step,Radiohead,1485515,15850272
Common People - Full Length Version,Pulp,182204,1045430
Shiny Happy People,R.E.M.,763113,4000960
You Say,Lauren Daigle,165925,1169057
YOU'RE THE ONE,"KAYTRANADA, Syd",5799,27740
Sabotage,Beastie Boys,1141143,7741435
Neverender,"Justice, Tame Impala",8061,47974
Mile High (feat. Travis Scott & Metro Boomin),"James Blake, Travis Scott, Metro Boomin",3380,18064
Queen Tings,"Masego, Tiffany Gouché",1620,5234
John Redcorn,SiR,208128,1896005
Tessellate,alt-J,675421,6528547
What You Did (feat. Ella Mai),"Mahalia, Ella Mai",1846,6488
If I Ever Feel Better,Phoenix,754968,5590658
Nuestra Canción,"Monsieur Periné, Vicente Garcia",2201,9719
D'Evils,SiR,243042,1712728
Celebrity Skin,Hole,901855,6712878
Trouble,Cage The Elephant,674800,5857543
Howlin' for You,The Black Keys,926072,6928559
Glitter & Gold,Barns Courtney,186165,1430995
Kiss Me More (feat. SZA),"Doja Cat, SZA",37440,234717
Marry You,Bruno Mars,1058195,7285728
Hey Daddy (Daddy's Home),USHER,430110,3338479
Havana (feat. Young Thug),"Camila Cabello, Young Thug",12717,53540
The Lazy Song,Bruno Mars,1178471,6840469
Versace on the Floor,Bruno Mars,528689,4297763
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,411498,2811983
Obsessed,Mariah Carey,818971,7475625
24K Magic,Bruno Mars,1071258,7704575
Eenie Meenie,"Sean Kingston, Justin Bieber",209415,867842
So High,Doja Cat,662819,7763417
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",36307,184662
Grenade,Bruno Mars,1472872,12427096
Agora Hills,Doja Cat,838172,14652842
You Right,"Doja Cat, The Weeknd",31927,181554
No Lie,"Sean Paul, Dua Lipa",10370,51649
I Want It That Way,Backstreet Boys,1391888,9106150
That Girl,Olly Murs,36609,222006
Paint The Town Red,Doja Cat,1029395,13533849
Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",9306,38810
New Rules,Dua Lipa,1041681,10907072
Beautiful Girls,Sean Kingston,1245873,5963710
Need to Know,Doja Cat,1124629,18516218
Treasure,Bruno Mars,1252967,9590795
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",20792,100998
Hey Daddy (Daddy's Home) (feat. Plies),"USHER, Plies",26849,144132
Toxic,Britney Spears,2385756,21225146
Don't Start Now,Dua Lipa,1268345,20154782
As Long as You Love Me,Backstreet Boys,531481,2916379
Price Tag,"Jessie J, B.o.B",815129,4364767
Right Now (Na Na Na),Akon,769635,3788012
Say So,Doja Cat,1070231,12538829
I Really Like You,Carly Rae Jepsen,651819,6075608
Wine Pon You (feat. Konshens),"Doja Cat, Konshens",10168,63070
Never Be the Same,Camila Cabello,509769,7572330
Where Is The Love?,Black Eyed Peas,680635,3569262
Symphony (feat. Zara Larsson),"Clean Bandit, Zara Larsson",13363,59836
Domino,Jessie J,863731,6248217
"Happy - From ""Despicable Me 2""",Pharrell Williams,615163,2916673
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",987356,7316028
...Baby One More Time,Britney Spears,1648948,12078988
Oops!...I Did It Again,Britney Spears,1319502,9362753
Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",11105,50149
Whistle,Flo Rida,858361,5160098
Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",8653,41320
Mirrors,Justin Timberlake,1172580,10077485
Dance The Night - From Barbie The Album,Dua Lipa,669243,5140249
IDGAF,Dua Lipa,769064,7512029
Bloody Mary,Lady Gaga,889623,11368111
Too Good to Say Goodbye,Bruno Mars,204421,1280400
Complicated,Avril Lavigne,1658028,13299732
Cake By The Ocean,DNCE,1025465,8355136
Bleeding Love,Leona Lewis,1183970,7367621
Just A Dream,Nelly,628557,4307447
Paparazzi,Lady Gaga,2145611,20838167
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,230062,1236279
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",9223,46436
