Track,Artist,Listeners,Playcount
A Part Of Me (feat. Laura Whiteside),Neck Deep,95007,1039772
Shake It,Metro Station,828333,6292383
Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,38021,373252
Blister In The Sun,Violent Femmes,915852,6081408
Танцевать,Molchat Doma,278036,2085144
Landmines,Sum 41,73897,567234
Since U Been Gone,A Day To Remember,317838,2761353
Love Will Tear Us Apart,Joy Division,1423644,13395029
Psycho Killer,Talking Heads,698497,4148998
Romance,Fontaines D.C.,139545,883601
Звезда по имени Солнце,Kino,59178,477882
No Reason,Sum 41,325111,2318049
Lifestyles of the Rich & Famous,Good Charlotte,381428,2374120
Hear You Me,Jimmy Eat World,551640,3713734
Helicopter,Bloc Party,1079834,8681102
Bohemian Like You,The Dandy Warhols,725892,5114132
ソラニン,ASIAN KUNG-FU GENERATION,36724,447207
Like We Used To,A Rocket To The Moon,127449,932896
Satellite,Rise Against,344504,3469936
Neverender - Rampa Remix,"Justice, Tame Impala, Rampa, Keinemusik",390,980
Seven Minutes in Heaven,Mindless Self Indulgence,30735,470760
Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship, Leighton Meester",398880,3188812
Some Say,Sum 41,344257,2138065
ロングホープ・フィリア,SUDA MASAKI,8447,47990
Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",866,4316
Mastermind,Mindless Self Indulgence,131499,1121668
Lo/Hi,The Black Keys,218901,1387846
ともに,WANIMA,11456,78774
Swing Life Away,Rise Against,610368,5468336
Пачка сигарет,Kino,67753,622204
Still Ill - 2011 Remaster,The Smiths,457340,3988322
Every Time I Look For You,blink-182,344794,2213916
Спокойная ночь,Kino,63315,659574
Blue Monday '88,New Order,351246,1966838
99 Red Balloons,Goldfinger,422827,2494217
Road to Nowhere - 2005 Remaster,Talking Heads,154981,953722
Burning Down the House,Talking Heads,736024,4107514
Bleed American,Jimmy Eat World,613674,4415355
Pretty in Pink,The Psychedelic Furs,339052,1460167
Seluruh Nafas Ini,"Last Child, Gisel",319,1713
Re-Education (Through Labor),Rise Against,399648,3446670
Just the Girl,The Click Five,213295,1094439
Time Bomb,Rancid,455434,2858894
Waktu Yang Salah,"Fiersa Besari, Thantri Sundari",323,1341
One Night/All Night,"Justice, Tame Impala",8401,46689
The Impression That I Get,The Mighty Mighty Bosstones,426987,2558221
Death Kink,Fontaines D.C.,116321,864087
Blue Orchid,The White Stripes,897886,5691895
愛情的大壞蛋,Amazing Show,801,4606
Desire,Fontaines D.C.,122055,779142
The Lovecats,The Cure,777143,5022903
Half-Truism,The Offspring,251983,1711147
Sekuat Hatimu,Last Child,4662,26460
I'm Shipping Up To Boston,Dropkick Murphys,658337,4836815
Gold on the Ceiling,The Black Keys,795641,6630352
And She Was - 2005 Remaster,Talking Heads,132181,740901
Sundowner,Fontaines D.C.,108854,670415
That's Entertainment,The Jam,293696,1562574
Кукла колдуна,Korol i Shut,90628,897841
Staring At The Sun,The Offspring,529285,3109521
Люди Надоели,Molchat Doma,160631,1015936
Кукушка,Kino,53494,408970
Icky Thump,The White Stripes,924668,5279781
山海,No Party For Cao Dong,13340,126213
Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",398983,2299868
Eroplanong Papel,December Avenue,32511,288276
Witness,Mindless Self Indulgence,131652,1212363
Dig Up Her Bones,Misfits,365100,3375046
Baby Blue Eyes,A Rocket To The Moon,64182,513111
The Boys of Summer,The Ataris,394776,2547271
Pergi Hilang Dan Lupakan,Remember of Today,3165,21113
Танцы,ssshhhiiittt!,50289,425907
Whip It,DEVO,605564,2986354
Лето,Kino,37932,343179
Dopamine,Sum 41,42304,203210
大風吹,No Party For Cao Dong,13224,138777
April,Fiersa Besari,9295,66408
Rock & Roll Queen,The Subways,673762,4628480
Kahit Di Mo Alam,December Avenue,24026,156195
Силуети,"SadSvit, СТРУКТУРА ЩАСТЯ",824,6048
シグナル,WANIMA,9620,61130
Going Underground,The Jam,302238,1589193
Teenage Kicks,The Undertones,402962,2365143
(Can't Get My) Head Around You,The Offspring,415101,2658562
Sex for Homework,Mindless Self Indulgence,29988,347193
Лесник,Korol i Shut,83480,864113
Flavor Of The Weak,American Hi-Fi,263994,1500434
All My Friends,LCD Soundsystem,685443,5409978
Хочу перемен,Kino,51511,411903
Последний герой,Kino,31180,259726
No Cigar,Millencolin,338886,2623792
Я так соскучился,Pornofilmy,13196,92104
爛泥,No Party For Cao Dong,11374,112969
あなたに,MONGOL800,8552,56000
Motorcycle Boy,Fontaines D.C.,107454,626265
Bed of Roses,Mindless Self Indulgence,114484,853672
Diary Depresiku,Last Child,6787,39364
Белая ночь,Chernikovskaya Hata,26425,198046
Help Is On The Way,Rise Against,261189,2144379
Horseness Is The Whatness,Fontaines D.C.,99033,527011
Injection,Rise Against,392447,3650091
Dunia Baru,Bunkface,932,5701
Situasi,Bunkface,5656,54836
星を仰ぐ,SUDA MASAKI,1405,6679
Я тебя люблю,Где Фантом?,47862,389805
Halik,Kamikazee,37715,365385
Red Flag,Billy Talent,654383,5737363
Районы-кварталы,Zveri,41828,259882
Волны,Molchat Doma,156818,984239
Girls & Boys,Good Charlotte,277460,1354743
Дурак и молния,Korol i Shut,62865,583712
GONG,WANIMA,6666,44529
但,No Party For Cao Dong,5442,49109
Gotta Get Away,The Offspring,453619,2524632
The Autumn Song,ELLEGARDEN,19406,177801
Narda,Kamikazee,28320,185243
Garis Terdepan,Fiersa Besari,10212,73682
Rusted From the Rain,Billy Talent,296500,2763753
Slim Pickens Does The Right Thing And Rides The Bomb To Hell,The Offspring,110345,754741
Under The Knife,Rise Against,400921,3151769
Celengan Rindu,Fiersa Besari,10800,68298
Pet Sematary,Ramones,323500,2213219
мальчик,кис-кис,22479,173489
Как на войне,Agatha Christie,18642,132278
床,No Party For Cao Dong,8462,73538
Полковнику никто не пишет,Bi-2,85631,555730
やってみよう,WANIMA,5022,25674
偷偷愛,Amazing Show,351,2099
Dirty Old Town,The Pogues,250464,1218820
We Are Your Friends - Justice Vs Simian,"Justice, Simian",1802,5721
Let The Bad Times Roll,The Offspring,99451,591823
Прыгну со скалы,Korol i Shut,80530,689670
Huling Sayaw,"Kamikazee, Kyla",659,2757
Пора возвращаться домой,"Bi-2, Oxxxymiron",110,670
Evening Wear,Mindless Self Indulgence,129341,1095524
"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan",Fiersa Besari,9108,58288
Heartbeats,The Knife,762040,6776010
缸,No Party For Cao Dong,5850,44968
ジターバグ,ELLEGARDEN,23711,212475
Владивосток 2000,Mumiy Troll,22666,116477
Bad Habit,The Offspring,318604,1666503
Это пройдёт,Pornofilmy,8004,60466
Sleep Tonight,December Avenue,20682,139122
Восьмиклассница,Kino,24884,161488
見たこともない景色,SUDA MASAKI,1963,8538
Варвара,Bi-2,93011,587695
Re方程式,10-FEET,2539,12500
She's Kerosene,The Interrupters,95125,776452
Танец злобного гения,Korol i Shut,46266,415788
Masih Disini,Bunkface,501,3560
Time-Bomb,All Time Low,91918,835099
"Aku, Kamu Dan Samudra",Rebellion Rose,2770,20653
Камнем по голове,Korol i Shut,64213,581018
Pepper,Butthole Surfers,382468,2675278
鬼,No Party For Cao Dong,7555,65306
Проклятый старый дом,Korol i Shut,66570,561955
На Заре,Alyans,48298,368763
Hilang Harapan,Stand Here Alone,2967,23604
On It,Mindless Self Indulgence,89761,724276
Небо,SadSvit,17313,145380
молчи,кис-кис,35286,378638
Behind Closed Doors,Rise Against,352110,3230243
Tak Pernah Ternilai,Last Child,4528,30502
Wanita Masih Banyak,Stand Here Alone,2953,20401
До скорой встречи!,Zveri,23787,123020
Как тебя покорить,Перемотка,34439,231141
Mil Horas - 1994 Remastered Version,Los Abuelos De La Nada,107613,560071
Ведьма и Осёл,Korol i Shut,24731,145595
Boys in the Better Land,Fontaines D.C.,169080,1477044
Rose Tattoo,Dropkick Murphys,170964,1470358
Забавы,Mumiy Troll,14180,58760
Make It Stop (September's Children),Rise Against,247546,2074256
Dahan,December Avenue,15189,89681
Следи за собой,Kino,25502,165867
Дворы,ssshhhiiittt!,15468,113334
Место для шага вперёд,Kino,22005,145042
Спектакль окончен,Chernikovskaya Hata,23335,114892
"Закрой за мной дверь, я ухожу",Kino,35693,302457
В наших глазах,Kino,28955,200234
The Good Left Undone,Rise Against,382060,3453832
Кончится лето,Kino,21372,167376
Drunken Lullabies,Flogging Molly,427547,2864237
Вояж,Leningrad,9134,69392
空,No Party For Cao Dong,4319,36873
"Мама, мы все сошли с ума",Kino,25098,142325
Звезда,Kino,18767,138441
Bring The Pain (New Wave),Mindless Self Indulgence,27389,253000
Медведица,"Mumiy Troll, Linda Leen, Yana Kay",50,185
Will You Ever Learn,Typecast,14234,96378
Стук (Одно лишь слово),Kino,16985,92663
Кошка,Рычаги машин,7445,53493
勇敢的人,No Party For Cao Dong,7582,63316
Батарейка,Zhuki,5466,23120
Встречная,Перемотка,30363,198915
Ели мясо мужики (Bonus),Korol i Shut,2528,8985
Туман,Sektor Gaza,36323,245442
Missing,ELLEGARDEN,36535,325233
Ты не верь слезам,Chernikovskaya Hata,26697,192060
' Cello Song,Fontaines D.C.,62395,244065
アゲイン,WANIMA,3075,15419
Хозяин леса,Korol i Shut,29665,244921
Просто такая сильная любовь,Zveri,35587,215675
"Мама, мы все тяжело больны",Kino,22009,154167
スターフィッシュ,ELLEGARDEN,18660,165903
В диапазоне,Pornofilmy,5805,31215
いいから,WANIMA,4539,35371
Спортивные очки (Remastered),Buerak,53952,358727
Касета,SadSvit,19939,227629
Песня без слов,Kino,21832,139190
Sid & Nancy,Lumen,44529,370580
Компромисс,Bi-2,33122,312202
Introvert,Stand Here Alone,1528,10931
"Свобода [Из к/ф ""Бумер. Фильм второй""]","Sergey Shnurov, Кипелов",42,101
Viking Death March,Billy Talent,148480,1353217
手機錢包鑰匙菸 feat.Crowd Lu,"Amazing Show, Crowd Lu",6,39
Ёбу дал,Пневмослон,11108,78677
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",16779,66164
At My Worst,Pink Sweat$,282751,2736367
Honesty,Pink Sweat$,285483,2408201
踊り子,Vaundy,203504,2532391
White Ferrari,Frank Ocean,1292131,28297944
Put Your Records On,Corinne Bailey Rae,1218184,7921718
Only Love Can Hurt Like This,Paloma Faith,488195,4479054
Chicago,Michael Jackson,578480,5482806
My Favourite Clothes,RINI,140903,1476987
Hello,Adele,893059,7986775
When We Were Young,Adele,837792,7773604
Make You Feel My Love,Adele,1138477,8517741
Smooth Operator - Single Version,Sade,821375,6491683
I Don't Wanna Be Okay Without You,Charlie Burg,207916,1971792
My Girl,The Temptations,1296613,7241766
Out Of Reach,GABRIELLE,181684,892335
Please Don't Go,Joel Adams,227910,1232444
I Just Called To Say I Love You,Stevie Wonder,569625,2713235
Kiss of Life,Sade,726802,6616916
Sunday Best,Surfaces,458698,3339959
Self Control,Frank Ocean,1089151,25005304
Chasing Pavements,Adele,1396445,11082411
Reason To Stay,Olivia Dean,40933,246174
odoriko,Vaundy,60724,640345
If You Don't Want My Love,Jalen Ngonda,335752,1604059
Godspeed,Frank Ocean,980142,14076474
The Hardest Part,Olivia Dean,110794,764070
Kaiju no Hanauta,Vaundy,31912,184132
Evergreen (You Didn’t Deserve Me At All),Omar Apollo,575890,6393274
Pink Matter,"Frank Ocean, André 3000",21052,178920
All I Ask,Adele,532226,5239672
Let's Stay Together,Al Green,1135099,6853053
Lovely Day,Bill Withers,953624,6038112
Ok Love You Bye,Olivia Dean,94778,612801
Tokyo Flash,Vaundy,45868,273962
Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",215873,1216327
Back To Black,Amy Winehouse,2164402,18998981
Like a Tattoo,Sade,699331,7647228
Heaven Can Wait,Michael Jackson,307250,2777642
Don't Love You No More (I'm Sorry),Craig David,65947,310783
Sea Gets Hotter,"Durand Jones & The Indications, Durand Jones, Aaron Frazer",3682,13802
Ain't No Sunshine,Bill Withers,1472670,10345697
Heal the World,Michael Jackson,472160,2419821
Super Rich Kids,"Frank Ocean, Earl Sweatshirt",1220632,15046707
Ladies Room,Olivia Dean,46568,307659
You Are Not Alone,Michael Jackson,488216,2565204
Moon River,Frank Ocean,634217,7709323
Oh My God,Adele,486669,4879265
Fukakoryoku,Vaundy,36663,226553
LOST IN PARADISE,"ALI, AKLO",4709,32982
I Drink Wine,Adele,320573,2901435
The Dress,Dijon,261203,2646286
Love Affair,UMI,306466,2865957
タイムパラドックス,Vaundy,26163,131807
The Hardest Part (feat. Leon Bridges),"Olivia Dean, Leon Bridges",826,3200
Isn't She Lovely,Stevie Wonder,714368,3511134
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,546824,3463873
Water Under the Bridge,Adele,525714,4299915
Ylang Ylang,"FKJ, ((( O )))",5469,24996
Tell Me Why,"Gotts Street Park, Olive Jones",2038,7025
napori,Vaundy,38019,256400
This Will Be (An Everlasting Love),Natalie Cole,394681,1729736
Wild Side,ALI,171378,1563919
For Once In My Life,Stevie Wonder,659338,3217043
Spicy (feat. Post Malone),"Ty Dolla $ign, Post Malone",2807,11847
All Mine,PLAZA,144272,1478091
Insomnia,Craig David,100759,844923
Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),"Free Nationals, Daniel Caesar, Unknown Mortal Orchestra",3500,14209
You Are The Sunshine Of My Life,Stevie Wonder,468177,1887167
My Cherie Amour,Stevie Wonder,477066,2468901
Time,Olivia Dean,38607,179146
Got To Be Good,"Gotts Street Park, Pip Millett",3274,13376
Your Love Is King,Sade,511399,2688890
7 Days,Craig David,311740,1800000
Rehab,Amy Winehouse,1773672,11929796
Best of My Love,The Emotions,396375,1700959
Love Me Not (feat. Rex Orange County),"Ravyn Lenae, Rex Orange County",825,3390
裸の勇者,Vaundy,64424,928498
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",13345,64049
Let's Get It On,Marvin Gaye,748313,3489888
Seigfried,Frank Ocean,790836,12858956
I Want You Back,The Jackson 5,1459582,8793029
Be My Own Boyfriend,Olivia Dean,35412,199583
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,676550,3483740
Sweet Life,Frank Ocean,918929,9472144
Nikes,Frank Ocean,995023,17101266
Slipping Away,LEISURE,138153,664383
恋風邪にのせて,Vaundy,33296,275950
Sexual Healing,Marvin Gaye,749633,3387559
Invincible (feat. Daniel Caesar),"Omar Apollo, Daniel Caesar",4453,24715
Endless Love (with Mariah Carey),"Luther Vandross, Mariah Carey",1480,5559
UFO,Olivia Dean,50232,289684
You Know I'm No Good,Amy Winehouse,1591964,12552701
Danger,Olivia Dean,35383,210209
I Try,Macy Gray,588194,3003363
Just Like You Used To,Jalen Ngonda,73119,207784
It's Our Love,Thee Sacred Souls,237466,1132230
世界の秘密,Vaundy,24353,159630
life hack,Vaundy,54661,386725
Kiss from a Rose,Seal,862008,5461710
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,244794,1029797
Our Love (From the series Arcane League of Legends),"Curtis Harding, Arcane, League of Legends, Jazmine Sullivan",862,4821
Mercy Mercy Me (The Ecology),Marvin Gaye,618650,3338604
Sir Duke,Stevie Wonder,816061,4869656
What's Going On,Marvin Gaye,913171,5476703
Bad Religion,Frank Ocean,891927,10076954
Tired of Being Alone,Al Green,563192,2850619
Million Years Ago,Adele,292717,2415931
Forrest Gump,Frank Ocean,864978,8750224
Take You Higher,LEISURE,60835,253668
Biking,"Frank Ocean, JAY-Z, Tyler, The Creator",9044,48124
Never Too Much,Luther Vandross,596041,3347375
"Can't Get Enough Of Your Love, Babe",Barry White,301327,1209248
Lonely Nights,LEISURE,97675,424571
Turning Tables,Adele,824882,6369994
How Long Do I Have to Wait for You?,Sharon Jones & The Dap-Kings,108648,394304
Crack Rock,Frank Ocean,908630,10874147
You Can't Hurry Love,The Supremes,551932,2653830
When a Man Loves a Woman,Percy Sledge,463296,1843508
I'm Coming Out,Diana Ross,547504,2299115
I Heard It Through The Grapevine,Marvin Gaye,813052,3904354
Cayendo (Side A - Acoustic),Frank Ocean,414373,4662457
Vibin' Out,"FKJ, ((( O )))",4043,16161
Weak for Your Love,Thee Sacred Souls,205084,1422459
Skyline To,Frank Ocean,749810,9555493
Rumour Has It,Adele,1029332,7836188
Like A Star,Corinne Bailey Rae,501963,2632623
Lightenup,Parcels,130846,764093
Tears Dry On Their Own,Amy Winehouse,1379877,11664322
Midnight Train to Georgia,Gladys Knight & The Pips,423340,2052914
Le Départ,Adi Oasis,382599,1672682
You Make Me Feel Brand New,The Stylistics,108446,410118
dancing,NEIL FRANCES,194717,855340
Superstition - Single Version,Stevie Wonder,584149,3019301
Respect,Aretha Franklin,1142024,5460715
"You're The First, The Last, My Everything - Edit",Barry White,120723,366733
CHAINSAW BLOOD,Vaundy,92868,1224311
The Girl Is Mine (with Paul McCartney),"Michael Jackson, Paul McCartney",311517,1777956
Them Changes,Thundercat,911716,9601673
Live For You,Thee Sacred Souls,53257,166946
Show Me the Right,NEIL FRANCES,87237,330005
No Ordinary Love,Sade,570063,3735773
Mercy,Duffy,972791,5580426
Touching Yourself,The Japanese House,252383,2521788
Keeping Me Under,Two Another,81336,407653
When Will I See You Again,The Three Degrees,118148,434555
How Can You Mend a Broken Heart,Al Green,313831,1495683
Love Is A Losing Game,Amy Winehouse,1174284,8013004
Sierra Leone,Frank Ocean,897987,8580722
Eternal Light,"Free Nationals, Chronixx",4059,14950
そんなbitterな話,Vaundy,18520,109096
Young Hearts Run Free,Candi Staton,306602,1673123
One And Only,Adele,656181,4733851
Me and Mrs. Jones,Billy Paul,260289,1177710
Funny Thing,Thundercat,898240,8253589
Be Your Girl,Teedra Moses,78845,316515
Is It a Crime,Sade,416918,2926890
Running Away,Thee Sacred Souls,141321,614676
Gamesofluck,Parcels,128260,785520
Green Onions,Booker T. & the M.G.'s,393661,1797197
It's A Shame,The Spinners,275760,1121078
All My Friends (feat. Tinashe & Chance the Rapper),"Snakehips, Tinashe, Chance the Rapper",2323,9386
Wish I Didn't Miss You - Mahogany Sessions,Olivia Dean,14067,63024
Music Sounds Better with You,NEIL FRANCES,230412,1496758
Never Forget You,Noisettes,263844,1914496
Love Train,The O'Jays,440634,1873826
May Ninth,Khruangbin,154077,757256
Fool For You,Snoh Aalegra,164721,1290687
Provider,Frank Ocean,445640,4894838
Back On 74 - Full Crate Remix,"Jungle, Full Crate",520,1587
Remedy,Adele,291232,1951136
The Fall,Rhye,314377,2240848
These Days,NEIL FRANCES,47386,162090
Candle Flame,"Jungle, Erick the Architect",5962,33805
Good Guy,Frank Ocean,723442,8515492
Hang on to Your Love,Sade,325265,1570624
White Gloves,Khruangbin,279003,2022257
